Title,Suburb,Bedrooms,Bathrooms,LandArea,FloorArea,PriceDisplay,PropertyType
Perfect Family Home,Pukekohe,5,2,616,,"Auction on 5 Dec, 9:41?€?am",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 4 Nov, 5:02?€?am",House
KKEZ8ST4NO5YB06AQ7UG,Pukekohe,4,2,619,,Price by negotiation,House
SEAVIEWS-100sqm MASSIVE DECK,City Centre,2,2,,,Price by negotiation,Apartment
DELUXE LIVABILITY AT AN ELITE LEVEL,Waiuku,4,5,9400,,"Asking price $1,719,000",Dwelling
Prime Apartment in Takapuna,Takapuna,2,2,,,"Asking price $1,449,000",Apartment
Act Now! Light-Filled 3-Bedroom Gem in DGZ!,Epsom,3,2,,,"Auction on 1 Dec, 4:41?€?pm",Apartment
CONVENIENT LOCATION - HOME & SHEDDING,Ramarama,4,2,16900,,"Auction on 1 Dec, 4:26?€?pm",Dwelling
SBND6T47I3GLYCDBL3NH,City Centre,3,2,,,"Asking price $920,000",Apartment
MRZH6IEMSBXBZTTCNHNB,Meadowbank,2,1,,,"Asking price $788,000",Unit
3URAVFLU71PG6X6QZS4K,Te Atatu South,3,3,,,Price by negotiation,Townhouse
VA0QR8MM6KTK249RHEVI,Remuera,4,3,188,,Price by negotiation,House
ZBECF0SKOI8W8VEUK79U,Pukekohe,3,1,,,"Auction on 14 Nov, 2:00?€?pm",House
Dual Key Cash Cow - Uni Precinct,City Centre,2,2,,,"Asking price $699,000",Apartment
Must Sell Situation On The Auction Day !!!,Papakura,3,1,539,,"Auction on 13 Nov, 1:00?€?pm",House
NEW NORTH-FACING HOME/INVESTMENT ON CORNER SITE,Pukekohe,3,2,212,,Price by negotiation,House
Park Yourself in Paradise!,Western Springs,3,2,640,,"Auction on 1 Dec, 3:02?€?pm",House
0LVXDA5V7ED7MHJKUAD1,Omiha,2,1,1156,,"Asking price $799,000",House
54D68F2DC5GOQNXGJ6JB,Ararimu,4,2,14900,,"Asking price $1,080,000",Dwelling
SSU3AO49LGJTXRB9HECR,Henderson,2,2,76,,"Asking price $785,700",Townhouse
GXG0WY2X2O5WLTT6L1LC,Mount Albert,3,2,66,,"Asking price $1,050,000",Townhouse
BMM7EWHM37VYQW9IU3ED,City Centre,2,2,,,"Asking price $419,000",Apartment
Move in for Christmas!,Ararimu,4,2,14900,,"Asking price $1,080,000",Dwelling
A dream rental or first home opportunity in Pu...,Pukekohe,2,1,166,,"Auction on 7 Nov, 2:00?€?pm",House
MORTGAGEE SALE,Coatesville,1,1,32313,,"For sale by tender,  21 Nov",House
HG5TW3V8QJIWNLTNGRYE,City Centre,1,1,,,"Asking price $79,000",Apartment
N8PTIB0S06WLEUY43RLJ,Pukekohe,3,2,303,,Price by negotiation,House
E8T4WUJH6LLSPGEIRT27,Pukekohe,4,2,693,,"Asking price $1,155,000",House
K83NABAZXHKB6NTB3LLY,Sunnyvale,2,1,,,"Asking price $745,700",Townhouse
6GNNRDNDJ08CK7LQJHOM,City Centre,1,1,,,"Asking price $79,000",House
"Urgent sale, Fire Sale",Meadowbank,2,2,,,Price by negotiation,Apartment
"RENOVATED HOME, POOL + EXCEPTIONAL SHEDDING",Ramarama,5,3,42200,,"Auction on 1 Dec, 5:22?€?am",Dwelling
O9BZMTK2R9IS9RSTBASX,Mount Eden,4,2,312,,"Auction on 30 Oct, 10:00?€?am",House
8B9M3ZFPYLIU32O8FYH1,City Centre,4,5,,,Price by negotiation,Apartment
KV6EBCPAGW63B0SFAUHC,Pukekohe,3,1,650,,"Auction on 14 Nov, 2:00?€?pm",House
RJIC0T0CZVZQNBLC9JY8,Mount Eden,3,2,,,"Asking price $1,575,000",Townhouse
BQQO4EEPW28G8A7XEPEL,Te Atatu South,2,2,,,Price by negotiation,Townhouse
MORTGAGEE SALE,West Harbour,5,2,826,,"Auction on 30 Oct, 2:00?€?pm",House
CLASSY CONVENIENT RESORT-STYLE FAMILY OASIS + POOL,Karaka,5,3,577,,"Auction on 30 Nov, 2:32?€?pm",House
"Freehold, 50m2 in size for only $455k with Parking",City Centre,1,1,,,"Asking price $455,000",Apartment
RF5HEFDHD5NAHBT5J0SB,Paerata,4,2,462,,"Asking price $1,250,000",House
KVLDUNM4UYFW7I41J0Y4,Pukekohe,2,1,343,,Price by negotiation,House
FUZNG0K96WLOMDILRAJ8,Mangatangi,4,2,7500,,Price by negotiation,Dwelling
D8AOKBJ3YLPLS2H9C2QW,City Centre,2,2,,,"Asking price $1,250,000",Apartment
7G7AB6ZSD7F32U7Z1W2Y,City Centre,1,1,,,"Asking price $799,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 3 Nov, 6:00?€?am",House
145k Below CV - Vendor Relocated,Remuera,2,1,,,"Asking price $1,095,000",Townhouse
STYLISH BRAND NEW EASY CARE CHARISMA,Pukekohe,3,3,228,,Price by negotiation,House
MORTGAGEE SALE,West Harbour,5,2,826,,"Auction on 30 Nov, 9:51?€?am",House
7SW45T66NLGIS65R8OE7,Kumeu,4,2,28434,,"For sale by tender,  29 Oct",House
QPOEPDZPXO9BI44VNK67,City Centre,1,1,,,Price by negotiation,Apartment
VULZ7QWPVRGVDWL2CZE9,Flat Bush,6,6,431,,"Auction on 20 Nov, 2:00?€?pm",House
FTMGZAY1HTIEG7RX5WXM,City Centre,2,2,,,Deadline sale by 8 Nov,Apartment
BZEHK59KWIOP4PJX2L7G,Waiau Pa,4,2,3200,,Price by negotiation,Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Nov, 6:16?€?pm",Apartment
7YLS9FUHVPO56GZI25QQ,Mount Eden,6,6,,,Deadline sale by 19 Nov,House
Bedroom + Large Study with Carpark. Be Quick!,Meadowbank,1,1,,,"Asking price $686,000",Apartment
"Sharp price, spring into action!",Pukekohe,4,2,693,,"Asking price $1,155,000",House
Affordable Waterfront Section,Glenbrook,,,607,,Price by negotiation,Section
HIGH COURT SALE,City Centre,1,1,,,"Auction on 29 Nov, 5:08?€?pm",Unit
Park Yourself in Paradise!,Western Springs,3,2,640,,"Auction on 29 Nov, 5:04?€?pm",House
PULEBCYUAR4C6ZS3WLYS,Eden Terrace,2,2,,,"Asking price $579,000",Apartment
XRJ9CT3XYOO24QSATTT8,Patumahoe,,,8900,,"Asking price $895,000",Bare land
676A9HQMOBUNBS4P69II,Pukekohe,3,1,,,"Asking price $895,000",House
PLWEPYS71SKUKIXXGEM4,Newmarket,3,2,,,"Asking price $959,000",Apartment
OJJPLMB9GFYYXZ3KN95E,City Centre,2,2,,,"Asking price $1,590,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Nov, 5:51?€?am",Apartment
PRIME KARAKA LIFESTYLE ON 4 LUSH HA,Karaka,5,2,41200,,Price by negotiation,Dwelling
Waterfront lifestyle retreat in Karaka -Mixed ...,Karaka,5,4,5900,,"For sale by tender,  6 Nov",Dwelling
145k Below CV - Vendor Relocated,Remuera,2,1,,,"Asking price $1,095,000",Townhouse
MORTGAGEE SALE,West Harbour,5,2,826,,"Auction on 29 Nov, 9:42?€?am",House
VOWTEEAXET91TPUYF51V,Mangatangi,4,2,7500,,Price by negotiation,Dwelling
ZZ81WXOKVEZPZF72U3XN,Leigh,4,2,9657,,Price by negotiation,House
DZ3ZD5JMIIW4AHJZHT2B,Avondale,1,1,,,"Asking price $649,700",Townhouse
RY9UZ50Y3NEVD13WUEJE,Remuera,5,4,1599,,Price by negotiation,House
VO2TXORCE2MSPMCF6UHA,City Centre,1,1,,,"Asking price $529,000",Apartment
IT'S SHOWTIME! HIGH SPEC INVESTMENT,Paerata,4,3,519,,"Asking price $1,650,000",House
Step Into the Vibrant World of Modern Living i...,Mount Eden,2,2,,,"Asking price $885,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 28 Nov, 12:05?€?pm",House
QAJAJOCWQ283R456Z3Z8,Titirangi,,,1197,,"Asking price $690,000",Section
YL63P1I2HWGYMYI2YQ31,Te Atatu South,3,3,,,Price by negotiation,Townhouse
XF2L9GF998NE4COX8CGU,Pukekohe,4,2,790,,"Auction on 14 Nov, 2:00?€?pm",House
JIAP86NCT4SLG6426R6K,City Centre,2,2,,,"Asking price $1,649,000",Apartment
L9YMV6OB9QWCMXNC2XPJ,Karaka,5,4,5900,,"For sale by tender,  6 Nov",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 31 Oct, 10:59?€?pm",Unit
Hurry to Make This Apartment Yours!,City Centre,1,1,,,"Asking price $449,000",Apartment
New Home + Move - In Ready,Henderson,2,1,79,,"Asking price $785,700",Townhouse
REAL ESTATE HOT SPOT,Karaka,3,1,1012,,"Auction on 28 Nov, 10:46?€?am",House
BEACH YOURSELVES HERE!,Awhitu,3,2,1012,,Price by negotiation,House
5A0X6DTD1IUDN0AZMRI7,Pukekohe,2,1,343,,Price by negotiation,House
EBA2HD4I26SXNANF6HVC,Tuakau,5,3,542,,Price by negotiation,House
N4YK2GB1SEC7HO5EN5GU,City Centre,2,1,,,Price by negotiation,Apartment
SAMCPUB9Y2MPQ6V5H3OK,Pukekohe,3,3,228,,Price by negotiation,House
9YYFJFSEC22H4BA6XFYI,Pukekohe,4,2,249,,"Auction on 7 Nov, 2:00?€?pm",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 1 Nov, 5:48?€?am",House
SEAVIEWS-100sqm MASSIVE DECK,City Centre,2,2,,,Price by negotiation,Apartment
ELEVATED GRANDEUR,Ardmore,4,3,15800,,Price by negotiation,Dwelling
Replace Double Grammar Gem,Epsom,1,1,,,Price by negotiation,Apartment
Super Bargain! VENDOR MUST SELL!,City Centre,1,1,,,"Auction on 28 Nov, 9:40?€?am",Apartment
W6MCP3GNL497UQDI4SRJ,Tuakau,2,1,,,Price by negotiation,House
36PLSB4JT5NUG2HQ3M22,City Centre,2,2,,,"Asking price $569,000",Apartment
O7WPDC910EWE2S5JEN4X,City Centre,2,2,,,"Asking price $449,000",Apartment
UZBCTQFWYEAWJKJ1E93G,City Centre,2,1,,,"Asking price $499,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 31 Oct, 5:47?€?am",House
Private Entertainers?€? Paradise,Pukekohe,4,2,865,,Price by negotiation,House
"Vendor Paid $1.02M and Now Selling $429,000",City Centre,2,2,,,"Asking price $429,000",Apartment
Renovated Gem with spectacular views in DGZ,Remuera,3,2,,,"Auction on 27 Nov, 9:35?€?am",Townhouse
4O69KXC4XA45AZJIZ3BG,Remuera,4,3,188,,Price by negotiation,House
EBJU78JXZ97WP8CJJFMG,Meadowbank,2,2,,,"Asking price $890,000",Apartment
OE0MRP6KD3WNAPB6ETPG,Pukekohe,4,3,401,,"Asking price $980,000",House
BOY3JXF0BY8FQ9VJ92JJ,City Centre,2,2,,,"Asking price $1,280,000",Apartment
R7GDSE2A98MDA53SECRZ,City Centre,1,1,,,"Asking price $79,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 30 Oct, 5:49?€?am",Townhouse
"603m?? (approx) Section $399,000 - Title Issued",Glenbrook,,,603,,"Asking price $399,000",Section
Freehold one bedroom with carpark.,City Centre,1,1,,,"Asking price $379,000",Apartment
VENDOR WANTS ACTION! - DISREGARD ALL PREVIOUS ...,Pukekohe,3,1,1014,,Price by negotiation,House
Opportunity Knocks for Builders & Investors!,Mount Eden,4,2,312,,"Auction on 26 Nov, 9:37?€?am",House
9F2OM7ZWL520L67DIC4R,Kaiaua,2,1,2600,,Price by negotiation,Dwelling
URO1QXLJ5T5ARUXWXL26,Avondale,5,2,678,,"Auction on 13 Nov, 10:00?€?am",House
XKFI3CW84UDPQTKZKJWZ,Freemans Bay,2,1,,,"Asking price $1,750,000",Apartment
5VM8KJRLG3E94T8BQR6U,Stanmore Bay,3,2,198,,"Asking price $969,000",Townhouse
C5UQE0HTQR6STMG98469,Manurewa,5,2,2620,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 29 Oct, 5:57?€?am",Apartment
Bank Friendly & Affordable 2 Bed+CARPARK,City Centre,2,1,,,"Asking price $455,000",Apartment
Modern 2 Bedroom Home - CCC Issued!,Mount Albert,2,2,62,,"Asking price $945,700",House
Step into your new vibe,City Centre,1,1,,,"Asking price $369,000",Apartment
Relaxed Lifestyle Living at Chatswood Village,Pukekohe,2,1,,,"Auction on 25 Nov, 9:49?€?am",Unit
G3S3N2OC7U0H22SD37CP,West Harbour,6,2,706,,"Auction on 16 Nov, 11:00?€?am",House
VTAL263L4GY8WL6659DQ,Mount Albert,3,2,66,,"Asking price $1,050,700",Townhouse
74VDSPAF7IX7EQOGN6V7,Orakei,2,2,,,"Asking price $1,550,000",Apartment
IPKZ50ID0C5F8C19SPWR,Bombay,,,12100,,Price by negotiation,Bare land
AXGBR6S6SKOU4ICZ722J,Pukekohe,3,1,510,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 28 Oct, 8:08?€?pm",House
HOME SWEET HOME,Pukekohe,4,2,636,,"Asking price $908,000",House
Your Dream Home Awaits in Pukekohe's Finest Area,Pukekohe,,,423,,Price by negotiation,Section
HIGH COURT SALE,Arkles Bay,3,2,1002,,"Auction on 24 Nov, 6:59?€?pm",House
YMJBLP67R6SF5DN8ABPU,Pukekohe,3,1,610,,Price by negotiation,House
4AQUTR9CJF9K9JJEN39C,City Centre,1,1,,,"Asking price $95,000",Apartment
2N7UUAOJMB9X58DL7Q1U,Waiuku,,,5656,,Price by negotiation,Section
TDU6JYUIEQMIBM61A8ZL,Eden Terrace,1,1,,,"Asking price $699,000",Apartment
O5G41JUYDR1DS32OIZNR,Ardmore,4,3,15800,,"For sale by tender,  17 Oct",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 28 Oct, 6:38?€?am",House
Best Buy in The Pacifica,City Centre,2,2,,,"Asking price $1,450,000",Apartment
Affordable Waterfront Section,Glenbrook,,,302,,"Asking price $270,000 + GST (if any)",Section
Perfect in every way!,Pukekohe,4,2,865,,"Auction on 24 Nov, 6:28?€?pm",House
PUVJFARYKOJWTQ4UWO8W,Pukekohe,3,2,259,,Price by negotiation,House
GTHG8NH3K7Q8Q3S9LPWO,City Centre,1,1,,,"Asking price $369,000",Apartment
3U4V182ETT0ZWXELIHW0,Henderson,2,2,73,,"Asking price $785,700",Townhouse
85ZQMGTNOQSWIFKIZJ9B,Eden Terrace,2,1,,,"Asking price $1,115,000",Apartment
VWWE13O6ZXVPAA132E2X,City Centre,2,1,,,Price by negotiation,Apartment
HIGH COURT SALE,City Centre,1,1,,,Price by negotiation,Apartment
Vendor has instructed to present all offers!,City Centre,1,1,,,"Asking price $69,000",Apartment
PEACE OF MIND HOME!,Pukekohe,4,2,674,,"Auction on 24 Nov, 12:44?€?pm",House
M8GK06QSNZ4I1NW5TIXA,Bombay,3,1,4000,,Price by negotiation,Dwelling
EYR3MFXDJKR5MLBNIIUQ,Pukekohe,4,3,401,,"Asking price $980,000",House
AT9I7JIREKTKGVKO14NK,Remuera,5,3,966,,Price by negotiation,House
AOT1V4A5SQA1RCO715O0,Mount Albert,3,2,66,,"Asking price $1,050,700",Townhouse
TGJTOYRKWF6ZG4XQBWCE,Meadowbank,2,1,,,"Asking price $788,000",Unit
5700TGHTMW5KAJMROVOO,Takapuna,3,2,,,Price by negotiation,Townhouse
Grandstand Lifestyle Position,Remuera,4,4,1184,,"For sale by tender,  24 Oct",House
New Home + Move - In Ready,Henderson,2,1,83,,"Asking price $785,700",Townhouse
ELEGANCE & OPULENCE - AMAZING VIEWS - ELITE LOCALE,Drury,5,3,10000,,"Auction on 24 Nov, 11:43?€?am",Dwelling
0QJUQOF4WZ0DGCGOAHJH,Mount Albert,3,2,66,,"Asking price $1,050,000",Townhouse
T0ASA0N13TCJWVFVNYU0,Pukekohe,5,4,731,,Price by negotiation,House
S6VH7L8OE5ANCAB8XNZV,Bombay,,,12100,,Price by negotiation,Bare land
Z8OKOMUOW4XFX2EMNWK9,City Centre,2,2,,,"Asking price $980,000",Apartment
NFANUITNEL5FH9PQ2FG6,Ramarama,5,3,11700,,Price by negotiation,Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 28 Oct, 12:03?€?pm",House
BRING THE TOYS - SHEDDING + YARD SPACE,Glenbrook,3,2,48800,,"For sale by tender,  7 Nov",Dwelling
Prime Apartment in Takapuna,Takapuna,2,2,,,"Asking price $1,449,000",Apartment
"ELEVATED LIVING, PERFECTLY POSITIONED",Pukekohe,4,2,789,,"Auction on 24 Nov, 10:54?€?am",House
V6E2R44O7ZHSLH363844,City Centre,3,2,,,"Asking price $2,150,000",Apartment
GTT2ZNZHU2K88W5Z0EDI,Glenbrook,,,607,,Price by negotiation,Section
QKAG63QEREHHIG2EB77O,Pokeno,,,565,,"Asking price $440,000",Section
FAV2072LAT1FBMOEX08J,Pukekohe,3,1,466,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 27 Oct, 10:01?€?pm",House
The Golden Trifecta In DGZ,Remuera,4,4,,,Price by negotiation,Townhouse
Urgent Sale! Motivated Vendor Wants SOLD!,City Centre,2,2,,,"Asking price $599,000",Apartment
1950s Kiwi classic bungalow - Perfect 1st home,Manurewa,2,1,,,"Auction on 24 Nov, 9:44?€?am",House
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 27 Oct, 9:41?€?pm",Dwelling
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 27 Oct, 9:41?€?pm",Bare land
"BRAND NEW, EASY CARE, FIRST HOME BUYER?€?S DELIGHT",Pukekohe,3,3,198,,Price by negotiation,House
Charming Central Living by Waterfront,City Centre,1,1,,,"Asking price $95,000",Apartment
MORTGAGEE AUCTION,Avondale,5,2,678,,"Auction on 24 Nov, 9:32?€?am",House
4P6AOX78Z4VPUJJ6HRD0,Glenbrook,,,551,,Price by negotiation,Section
FGDHATN0F2FIHBXZ4XKA,Bombay,3,1,4000,,Price by negotiation,Dwelling
AN8DQOMJBIMDEBGIFGW4,Northcote,1,1,,,"Asking price $499,000",Apartment
AZNSTALQJG4AU5K536U1,Pukekohe,4,2,619,,Price by negotiation,House
5P28FLWDX392R184TTI1,Drury,5,3,41600,,Price by negotiation,Dwelling
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 28 Oct, 5:59?€?am",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 28 Oct, 5:58?€?am",Unit
Perfect on Prospect,Pukekohe,6,3,270,,Price by negotiation,House
Deceased Estate - 115k Below CV,Mount Wellington,2,1,,,"Asking price $675,000",Townhouse
Escape to Tranquillity,Bombay,4,2,2500,,"Auction on 24 Nov, 9:49?€?am",Dwelling
TAJ6T5F7L82LGR1TH4TP,Clevedon,4,1,5700,,Price by negotiation,Dwelling
64MRH5HQS6Z4DDZ4Y3L2,Mahurangi West,6,5,19350,,Price by negotiation,House
100CGP29DAFR2FKI0PR0,Avondale,5,2,678,,"Auction on 13 Nov, 10:00?€?am",House
1KRD502HGF6XSD7IMUSA,Karaka,4,3,504,,"Asking price $1,295,000",House
8JD8CTZY92NTDGD1W7AN,Glenbrook,,,568,,Price by negotiation,Section
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 27 Oct, 6:53?€?pm",House
Family Fabulous,Waiuku,4,2,943,,Price by negotiation,House
PICTURESQUE ELEVATED SITE - INVEST IN YOUR FUTURE,Ramarama,,,5400,,"Asking price $810,000",Bare land
"Urgent, Selling 120K Below CV!",Mount Eden,1,1,,,"Asking price $539,000",Apartment
MORTGAGEE SALE,West Harbour,5,2,826,,"Auction on 23 Nov, 5:45?€?pm",House
KFGHT3YIPGW1MWEURGDI,Waiuku,,,,,"Asking price $270,000 + GST (if any)",Section
HA3BW5WOK07RWY9XQR0D,Te Atatu South,3,3,,,Price by negotiation,Townhouse
1Q0WWM2OB74DKLBJJQ7V,Henderson,2,1,97,,"Asking price $785,700",Townhouse
HDDZGWGCDMCUAMOFYDOP,Mangatawhiri,3,2,2000,,Price by negotiation,Dwelling
6MW8PKW5DPY4WBM2W6ZE,Drury,6,4,116500,,"For sale by tender,  30 Oct",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 27 Oct, 5:54?€?am",Townhouse
Stunning Sunsets. Park & Harbour Views,Freemans Bay,2,1,,,"Asking price $1,750,000",Apartment
MODERN LUXURY LIVING,Pukekohe,3,2,419,,Price by negotiation,House
Invest & Develop NOW in Karaka - 3136m2 Site!,Karaka,3,2,3100,,Price by negotiation,Dwelling
Super Bargain! VENDOR MUST SELL!,City Centre,1,1,,,"Auction on 23 Nov, 9:45?€?am",Apartment
WTTMBIHSMZ4M28C8OF1M,Swanson,6,4,450,,Price by negotiation,House
HHK3QQURYERTD6SQVSQ1,Pukekohe,4,2,716,,Price by negotiation,House
52Y6HQ5VVMA9R0RF6NPA,City Centre,2,1,,,Price by negotiation,Apartment
X4YRHHQT119FHQ8WFUSL,Mount Albert,3,2,66,,"Asking price $1,050,700",Townhouse
MCPPV6A09SII98MQK405,Pokeno,,,580,,"Asking price $460,000",Section
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 26 Oct, 5:52?€?am",House
Brand New Luxury - Exceptional Quality,Eden Terrace,1,1,,,Price by negotiation,Apartment
IT?€?S ALL IN THE DETAILS,Paerata,4,2,462,,"Asking price $1,250,000",House
Affordable Premium Living in AGS,Grafton,2,1,,,"Asking price $849,000",Apartment
Spacious & Sunny with Valley Views,Kohimarama,3,2,,,"Auction on 22 Nov, 9:43?€?am",House
K2HZWMSSLZGXNYT3UWBZ,Takapuna,2,1,,,Price by negotiation,Apartment
AYYB0R8UDRNT4D5VFILJ,Meadowbank,2,2,,,"Asking price $919,000",Apartment
HTQ4K5TFKBPDC6REVX46,Glenbrook,,,551,,Price by negotiation,Section
3MPPNFKE92VN8ZUOG245,Henderson,4,3,,,Price by negotiation,Apartment
NA8Y521HWV6WQCVG5UZ4,Papakura,4,2,454,,"Asking price $930,000",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 25 Oct, 5:58?€?am",House
Hidden Charm Beyond Gates,Remuera,3,2,,,Price by negotiation,House
Brand New 3 Bedrooms with 3 Ensuites Townhouse,Te Atatu South,3,3,,,Price by negotiation,Townhouse
Waterfront lifestyle retreat in Karaka -Mixed ...,Karaka,5,4,5900,,"Auction on 21 Nov, 9:45?€?am",Dwelling
APKZEH0LVBBQTYTSLJIC,Meadowbank,2,2,,,Price by negotiation,Apartment
EUBS0WH01MJ3OZ8I43OV,City Centre,3,2,,,"Asking price $920,000",Apartment
J27DNKJ2SHMNUWFK6JZR,Pukekohe,3,2,408,,Price by negotiation,House
GAGNXKO6TM21QNNY61M0,City Centre,3,1,,,Price by negotiation,Apartment
AAVND60L1GRD0ABEQWMJ,Pokeno,3,1,4000,,"Asking price $949,000",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 24 Oct, 5:53?€?am",House
ZDR0B0F7U8Y2KE9LYTK2,Onewhero,3,2,10000,,"For sale by tender,  7 Nov",Dwelling
"Sharp price, spring into action!",Pukekohe,4,2,693,,"Asking price $1,155,000",House
Your Family Home,Pukekohe,3,2,259,,Price by negotiation,House
CLASSY CONVENIENT RESORT-STYLE FAMILY OASIS + POOL,Karaka,5,3,577,,"Auction on 20 Nov, 9:40?€?am",House
J9LS5LB2N20AEHUMBVEA,Ararimu,4,3,9100,,Price by negotiation,Dwelling
17ZVK9HS6ZITA0HD32C0,Kumeu,6,3,85300,,Price by negotiation,House
4DMQDX2CF87P17LZAGQB,Tuakau,3,1,390,,"Asking price $699,000",House
E6SFUFASYXYQ11CXTOKK,Takapuna,4,3,145,,Price by negotiation,House
FVX4IYHL2W32WPO8HI7Z,Henderson,2,1,97,,"Asking price $785,700",Townhouse
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 23 Oct, 5:49?€?am",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 23 Oct, 5:49?€?am",House
4AVBBP7F3GYJKHIS3JUI,Remuera,3,2,,,Price by negotiation,Apartment
Brand New 2 Bedrooms with 2 Bathrooms Townhouse,Te Atatu South,2,2,,,Price by negotiation,Townhouse
Up-size me now! Vendor Wants Action Now!,Bombay,6,4,25500,,Price by negotiation,Dwelling
Waterfront lifestyle retreat in Karaka -Mixed ...,Karaka,5,4,5900,,"Auction on 19 Nov, 9:40?€?am",Dwelling
ADW3R03OA7ZJUQBS4Z5S,Tuakau,3,1,1026,,"Asking price $715,000",House
V11HWDWA0Y1J3JMK2QTM,Mission Bay,4,5,492,,"Auction on 13 Nov, 10:00?€?am",House
PK00373F2GT264Y5T7FG,Pukekohe,,,423,,Price by negotiation,Section
S1D5P4Q0H6VDKQR3UQAI,Mount Eden,2,2,,,Price by negotiation,Apartment
7XXRH9XVZQITEMJ34467,Meadowbank,2,2,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 22 Oct, 5:51?€?am",House
"Low maintenance, More beach life in Takapuna",Takapuna,3,2,,,"Asking price $950,000",Townhouse
Waterfront lifestyle retreat in Karaka -Mixed ...,Karaka,5,4,5900,,"Auction on 6 Nov, 1:00?€?pm",Dwelling
PRICE REDUCED - Modern townhouse style Living!,City Centre,2,1,,,"Asking price $699,000",Apartment
Super Bargain! VENDOR MUST SELL!,City Centre,1,1,,,"Auction on 18 Nov, 9:42?€?am",Apartment
NMAVAB6KQOBMN5JYRP6W,Tuakau,4,1,586,,Price by negotiation,House
KPDZB0IFOH8UC6TCK5CK,Pukekohe East,,,41300,,"Asking price $1,329,000",Bare land
ZR902KDSOEYJQGT3M3ME,Meadowbank,2,2,,,"Asking price $919,000",Apartment
JGMQB4A0QHCSDMPQJ9A9,Pokeno,,,,,Price by negotiation,Section
BMF4KUOQXBPV015GBFPL,City Centre,1,1,,,"Asking price $149,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 21 Oct, 5:55?€?am",House
PUKEKOHE'S GOLDEN MILE,Pukekohe,4,2,14400,,"Auction on 17 Oct, 2:00?€?pm",Dwelling
Brand New - Exceptional Size & Quality,Eden Terrace,1,1,,,"Asking price $699,000",Apartment
HHCZSWM6P5O79HNXFO36,Pokeno,,,,,Price by negotiation,Section
438AOZ6EJN89DGUODG7W,Meadowbank,1,1,,,"Asking price $699,000",Apartment
PFHBBU4GWUF0CX8NYY3J,City Centre,1,1,,,"Asking price $79,000",Apartment
SJRURNNFAQT8Z6HWDLCT,Mount Wellington,2,1,,,"Asking price $675,000",Townhouse
6MP4NVDXBXEYWD5WL5IH,Pukekohe,5,3,1644,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 20 Oct, 5:51?€?am",House
Brand New Completed Home!,Ramarama,3,2,307,,Price by negotiation,House
URGENT NOTICE- PRE-AUCTION SELLING Thurs 17th ...,Waiau Pa,5,2,2500,,"Auction on 17 Oct, 2:00?€?pm",Dwelling
PUKEKOHE'S GOLDEN MILE,Pukekohe,4,2,14400,,"Auction on 16 Nov, 9:39?€?am",Dwelling
HQOIQCHQCVWLFI4AVNJ5,City Centre,1,1,,,"Asking price $469,000",Apartment
EOPAK8R7AZLIWZR0K7HK,Paerata,,,25800,,"For sale by tender,  17 Oct",Bare land
7G74PK26ONPREB1P7D9Z,Newmarket,1,1,,,"Asking price $379,000",Apartment
8K2PT8B6YNKPJBZGEMCQ,Remuera,5,5,1205,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 19 Oct, 5:40?€?am",House
Discover the potential,Paerata,,,25800,,"For sale by tender,  17 Oct",Bare land
